{F5U2-F8SE71XM-0709TYBQ},2010-01-04 08:24:49.0,JCL0430,Tate.Yasir.Roman@dtaa.com;Riley.Mari.Owens@dtaa.com;Baxter.Kamal.Mosley@verizon.net,,,Joseph.Colorado.Lester@dtaa.com,,23398,0
{T1H2-A2PD66HH-2918UFQU},2010-01-05 13:36:44.0,JCL0430,Ora.Orla.Branch@dtaa.com,,,Joseph.Colorado.Lester@dtaa.com,,22828,0
{Q7A0-V8ML63GA-5254IASF},2010-01-06 10:32:46.0,JCL0430,Jolie.Uta.Cummings@dtaa.com;Jasmine.Ria.Banks@dtaa.com;Lucius.Stone.Poole@msn.com,,,Joseph.Colorado.Lester@dtaa.com,,22069,0
{I5D0-F2LQ20YF-3272TIRN},2010-01-08 08:50:36.0,JCL0430,Baxter.Kamal.Mosley@verizon.net,,,Joseph.Colorado.Lester@dtaa.com,,21124,0
{D5G1-M8QA97LB-5302JNZT},2010-01-11 16:40:58.0,JCL0430,Edward.Joshua.Mccarthy@dtaa.com;Brenna.Martha.Russell@dtaa.com;Sade.Beatrice.Day@dtaa.com;Lucius.Stone.Poole@msn.com,,,Joseph.Colorado.Lester@dtaa.com,,34817,0
{X0X4-E0NX91OD-2994YMFR},2010-01-12 16:20:13.0,JCL0430,Amber.Shannon.Sawyer@dtaa.com,,,Joseph.Colorado.Lester@dtaa.com,,42409,0
{B7N0-T9KO57ZG-5180VDVA},2010-01-13 16:00:16.0,JCL0430,Edward.Joshua.Mccarthy@dtaa.com,,,Joseph.Colorado.Lester@dtaa.com,,30045,0
{H0F3-G0AT21QT-7733SRYL},2010-01-14 13:12:09.0,JCL0430,Ora.Orla.Branch@dtaa.com,,,Joseph.Colorado.Lester@dtaa.com,,31060,0
{S1M6-L1PL80HC-0943CODO},2010-01-18 16:12:12.0,JCL0430,Theodore.Uriah.Edwards@dtaa.com;Plato.Yasir.Mcgowan@dtaa.com;April.Quon.Hood@dtaa.com;Ora.Orla.Branch@dtaa.com,,,Joseph.Colorado.Lester@dtaa.com,,23182,0
{H5C4-A8II24KC-0666CHTN},2010-01-19 12:04:32.0,JCL0430,Riley.Mari.Owens@dtaa.com;Ora.Orla.Branch@dtaa.com;Baxter.Kamal.Mosley@verizon.net,,,Joseph.Colorado.Lester@dtaa.com,,29799,0
{N9K1-Z8LI64FG-1960MKQL},2010-01-20 13:53:50.0,JCL0430,Jasmine.Ria.Banks@dtaa.com,,,Joseph.Colorado.Lester@dtaa.com,,35299,0
{T8M5-S6UU98GL-0226ESOT},2010-01-21 15:10:21.0,JCL0430,Garrett.Armando.Porter@dtaa.com;Porter.Hop.Livingston@dtaa.com,,,Joseph.Colorado.Lester@dtaa.com,,25510,0
{H5M2-Q3LP77FW-8476ONAA},2010-01-22 10:05:43.0,JCL0430,Cadman.Allen.Bailey@dtaa.com;Jasmine.Ria.Banks@dtaa.com;Lucius.Stone.Poole@msn.com,,,Joseph.Colorado.Lester@dtaa.com,,53799,0
{E3N6-W2RE95ME-1304AWXW},2010-01-25 16:27:33.0,JCL0430,Plato.Yasir.Mcgowan@dtaa.com;Theodore.Uriah.Edwards@dtaa.com;Baxter.Kamal.Mosley@verizon.net,,,Joseph.Colorado.Lester@dtaa.com,,16010,0
