{Z6X0-Z0NY75US-8013PLLQ},2010-01-04 08:40:36.0,BNT0819,Quintessa.Kaye.Walter@dtaa.com,,,Blake.Noble.Terrell@dtaa.com,,30045,0
{X0V6-O2GU47LA-8295QPVT},2010-01-04 08:59:57.0,BNT0819,Callie.Sierra.Gates@dtaa.com;Eve.Skyler.Nelson@dtaa.com;Jakeem.Leonard.Clark@dtaa.com,,,Blake.Noble.Terrell@dtaa.com,,22069,0
{X3G8-O5PJ02NT-8397ERHW},2010-01-04 09:35:40.0,BNT0819,Quintessa.Kaye.Walter@dtaa.com,,,Blake.Noble.Terrell@dtaa.com,,31060,1
{M7B0-G3DG87WV-7061VMCG},2010-01-04 09:57:39.0,BNT0819,Rhiannon.Daphne.Alston@dtaa.com;Garrison.George.Guerrero@dtaa.com;Cameran.Cally.Rodriquez@dtaa.com,,,Blake.Noble.Terrell@dtaa.com,,23398,3
{C7A0-K8UX84ME-1919DPAL},2010-01-04 10:18:45.0,BNT0819,Garrison.George.Guerrero@dtaa.com;Emerald.Glenna.Lester@dtaa.com,,,Blake.Noble.Terrell@dtaa.com,,35299,0
{Q5V3-X5EI29VF-4627JABU},2010-01-04 10:47:43.0,BNT0819,Kitra.Jenette.Patel@dtaa.com;Ali.Cullen.Perry@dtaa.com,,,Blake.Noble.Terrell@dtaa.com,,29799,0
{S9T7-P8MF79MI-8793HAQU},2010-01-04 11:14:30.0,BNT0819,Malachi.Jakeem.Rush@dtaa.com;Holmes.Troy.Burnett@dtaa.com;Kathleen.Kelsie.Page@dtaa.com,,,Blake.Noble.Terrell@dtaa.com,,42409,0
{U9D5-E3XN59UV-1814JSLK},2010-01-04 11:22:39.0,BNT0819,Rudyard.Davis.Barnett@dtaa.com;Minerva.Maya.Mcintyre@dtaa.com,,,Blake.Noble.Terrell@dtaa.com,,25510,0
{Y9M0-Z5AP95AD-2427AQDX},2010-01-04 11:30:14.0,BNT0819,Dennis.Carson.Mendoza@dtaa.com;Emerald.Glenna.Lester@dtaa.com;Cally.Michelle.Potter@msn.com,,,Blake.Noble.Terrell@dtaa.com,,53799,1
{A5V6-A0CW43KT-3632YVZD},2010-01-04 12:08:07.0,BNT0819,Tate.Yasir.Roman@dtaa.com,,,Blake.Noble.Terrell@dtaa.com,,21232,0
{W5B3-F7QE88SO-8556HNSO},2010-01-04 12:29:24.0,BNT0819,Emerald.Glenna.Lester@dtaa.com;Raja.Holmes.Tyler@dtaa.com,,,Blake.Noble.Terrell@dtaa.com,,34817,1
{U3Y8-G1JG93JR-7040IPVP},2010-01-04 12:34:38.0,BNT0819,Minerva.Maya.Mcintyre@dtaa.com,,,Blake.Noble.Terrell@dtaa.com,,30307,0
{J0V4-J5JD36KP-9517JBVC},2010-01-04 13:09:44.0,BNT0819,Julie.Michelle.Weeks@dtaa.com;Quintessa.Kaye.Walter@dtaa.com,,,Blake.Noble.Terrell@dtaa.com,,21124,0
{Q4N8-Q3HZ97WZ-2048KZIF},2010-01-04 15:07:39.0,BNT0819,Joelle.Yoko.Oconnor@earthlink.net,,,Blake.Noble.Terrell@dtaa.com,,23182,1
{F4G2-E3NS70YP-7433FYMJ},2010-01-04 15:22:12.0,BNT0819,Eve.Skyler.Nelson@dtaa.com;Raja.Holmes.Tyler@dtaa.com,,,Blake.Noble.Terrell@dtaa.com,,22828,0
