"78f6ef5d-13bc-48b6-829f-9f763a00a473","2010-06-05 18:04:00.000000","VCV1353","Rinah.Noelle.Cole@dtaa.com","N","N","Vielka.Claire.Velasquez@dtaa.com","1016","0"
"0ec42f7e-99c4-46c7-a4e6-8687eb34d44d","2010-04-17 08:51:00.000000","VCV1353","Autumn.Violet.Trujillo@dtaa.com","N","N","Vielka.Claire.Velasquez@dtaa.com","1132","0"
"aed90552-ddaa-4c83-9ea6-2861ba6d92c7","2010-01-18 07:38:00.000000","VCV1353","Jeanette.Tallulah.Carroll@dtaa.com","N","N","Vielka.Claire.Velasquez@dtaa.com","3095","0"
"b755f1cb-d38c-4aca-a360-d7c0b346d0f2","2010-01-18 07:38:00.000000","VCV1353","Jeanette.Tallulah.Carroll@dtaa.com","N","N","Vielka.Claire.Velasquez@dtaa.com","3095","0"
"2e7ce0e7-688d-43f0-b1ce-1cf86dde494b","2010-06-05 18:04:00.000000","VCV1353","Rinah.Noelle.Cole@dtaa.com","N","N","Vielka.Claire.Velasquez@dtaa.com","1016","0"
"04cdb57a-5127-44b9-9020-c4c2a12431d0","2010-01-18 07:38:00.000000","VCV1353","Jeanette.Tallulah.Carroll@dtaa.com","N","N","Vielka.Claire.Velasquez@dtaa.com","3095","0"
"1dc26661-9f07-4d3c-8fa9-a6e3f538e87b","2010-04-17 08:51:00.000000","VCV1353","Autumn.Violet.Trujillo@dtaa.com","N","N","Vielka.Claire.Velasquez@dtaa.com","1132","0"
"d0ad64a0-210e-4cec-84d3-eefc30c69bd8","2010-06-05 18:04:00.000000","VCV1353","Rinah.Noelle.Cole@dtaa.com","N","N","Vielka.Claire.Velasquez@dtaa.com","1016","0"
"cf26f05b-e1e1-475c-867a-d77fc1bde6fa","2010-01-12 12:01:00.000000","VCV1353","cliff.baxter@enron.com","N","N","Vielka.Claire.Velasquez@dtaa.com","741","0"
"82f004cd-da6e-4b0f-aba9-26f71e8fb810","2010-01-12 12:01:00.000000","VCV1353","cliff.baxter@enron.com","N","N","Vielka.Claire.Velasquez@dtaa.com","741","0"
"4d644e1a-e069-4fdd-bb8a-1b10bf46d77a","2010-01-12 12:01:00.000000","VCV1353","cliff.baxter@enron.com","N","N","Vielka.Claire.Velasquez@dtaa.com","741","0"
