"51088178-1d18-48c3-b2b0-52b93ab1ec3b","2010-01-07 11:22:00.000000","JRA0522","gary.buck@enron.com","N","N","Jade.Rebekah.Austin@dtaa.com","130","0"
"666b57d7-b0be-42a6-ba4b-dc31628d110e","2010-01-10 14:34:00.000000","JRA0522","jdodd@mdck.com","N","N","Jade.Rebekah.Austin@dtaa.com","950","0"
"be6372c7-30c6-414e-b94d-acf68ac19b4f","2010-01-11 10:12:00.000000","JRA0522","Dominique.Keiko.Dawson@dtaa.com","N","N","Jade.Rebekah.Austin@dtaa.com","1049","0"
"22bf6a1f-16ca-443c-9e04-d0c338fa5803","2010-01-11 10:43:00.000000","JRA0522","Dominique.Keiko.Dawson@dtaa.com","N","N","Jade.Rebekah.Austin@dtaa.com","439","0"
"4189db86-abf3-4c1d-b92e-9c3188fd9d37","2010-01-11 10:49:00.000000","JRA0522","Sonya.Unity.Griffith@dtaa.com","N","N","Jade.Rebekah.Austin@dtaa.com","130","0"
"6e085a97-ef05-493e-bc09-a321df67d420","2010-01-14 10:36:00.000000","JRA0522","jeff@smartprice.com","N","N","Jade.Rebekah.Austin@dtaa.com","1731","0"
"a41d82af-8fec-4d7f-937f-37bc24578fab","2010-01-14 14:36:00.000000","JRA0522","Rebecca.Blythe.Booker@dtaa.com","N","N","Jade.Rebekah.Austin@dtaa.com","1754","0"
"c258493f-af95-4f57-837e-da6039607547","2010-01-17 09:29:00.000000","JRA0522","Wylie.Silas.Huffman@dtaa.com","N","N","Jade.Rebekah.Austin@dtaa.com","913","0"
"4ffc3764-19e4-4acf-974e-dc8865666f58","2010-01-17 11:49:00.000000","JRA0522","knotestine@littler.com","N","N","Jade.Rebekah.Austin@dtaa.com","277","0"
"020a1588-9fa3-4588-9b1b-60324f90654c","2010-01-24 17:10:00.000000","JRA0522","knotestine@littler.com","N","N","Jade.Rebekah.Austin@dtaa.com","2710","0"
"e64847ed-3897-4b46-bcc2-f69fe9fb1c5a","2010-01-25 10:40:00.000000","JRA0522","fmackin@aol.com","N","N","Jade.Rebekah.Austin@dtaa.com","308","0"
"9cea2c6c-159b-4472-88f4-27edd3489a7e","2010-01-31 15:51:00.000000","JRA0522","Tana.Jamalia.Evans@dtaa.com","N","N","Jade.Rebekah.Austin@dtaa.com","1836","0"
"6e9daa7f-ddc8-4890-a0dd-78e26e4638e8","2010-02-03 15:50:00.000000","JRA0522","Dominique.Keiko.Dawson@dtaa.com","N","N","Jade.Rebekah.Austin@dtaa.com","1742","0"
