{X2P7-E2QL65LM-1128AMKN},2010-01-04 07:48:55.0,RCH0166,Gloria.Helen.Carson@cox.net,,,Robin.Charlotte.Hinton@dtaa.com,,35299,0
{A0H1-T7AZ87BS-3391XJLJ},2010-01-04 09:28:04.0,RCH0166,Denton.Thor.Espinoza@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,21124,0
{D6E0-V3OY18DI-3739JECB},2010-01-04 10:18:37.0,RCH0166,Taylor.Brady.House@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,22069,0
{H7M0-A1QZ95KF-3200GJXX},2010-01-04 10:26:15.0,RCH0166,Chava.Alisa.Porter@dtaa.com;Morgan.Gretchen.Nunez@dtaa.com;Jaden.Alisa.Waller@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,29799,0
{N2O8-Z1MD06ZX-5375WTRS},2010-01-04 11:08:51.0,RCH0166,Zephr.Leslie.Wilder@dtaa.com;Eden.Boris.Chase@dtaa.com;Ciara.Wynne.Acevedo@dtaa.com;Orlando.Barclay.Romero@gmail.com,,,Robin.Charlotte.Hinton@dtaa.com,,53799,0
{Y6X1-Y2TX29ZB-5537BAQB},2010-01-04 12:23:26.0,RCH0166,Hanna.Miranda.Lindsay@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,22828,0
{T3X5-B3VG31QH-3806XTFQ},2010-01-04 13:00:02.0,RCH0166,Silas.Hop.Walker@dtaa.com;Cyrus.Macaulay.Middleton@dtaa.com;Kevyn.Frances.Brennan@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,23398,0
{H1Y5-L3OL61DX-7728DYFU},2010-01-04 13:17:57.0,RCH0166,Jennifer.Teagan.Colon@dtaa.com;Lucy.Anika.Valenzuela@dtaa.com;Omar.Christopher.Calderon@dtaa.com;Orlando.Barclay.Romero@gmail.com,,,Robin.Charlotte.Hinton@dtaa.com,,23182,2
{V6W5-U3PA87RN-2085NMUL},2010-01-04 14:04:44.0,RCH0166,Zephr.Leslie.Wilder@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,42409,0
{B2R5-J6DX83FM-6457GDOE},2010-01-04 14:15:09.0,RCH0166,Prescott.Tyrone.Abbott@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,30045,0
{V4V9-Q6IK72HP-9503TZPD},2010-01-04 14:22:41.0,RCH0166,Chiquita.Fallon.Burris@dtaa.com;Orson.Abbot.Walker@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,31060,0
{Q2T5-O5MT58XN-0248HDXQ},2010-01-04 15:37:01.0,RCH0166,Morgan.Gretchen.Nunez@dtaa.com;Nicole.Maris.Valentine@dtaa.com;Caleb.Leroy.Mccoy@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,34817,0
{F8X6-Q9XU90VU-0787CRVJ},2010-01-04 16:04:30.0,RCH0166,Yeo.Fredericka.Thornton@dtaa.com;Bell.Zoe.Terry@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,25510,0
{L1N8-A7TE71OF-2136FWEE},2010-01-04 16:09:41.0,RCH0166,Gloria.Helen.Carson@cox.net,,,Robin.Charlotte.Hinton@dtaa.com,,21232,0
{G5Z6-K5CP09LH-3712ULVP},2010-01-04 16:30:53.0,RCH0166,Bruce.Ezra.Santos@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,30307,0
{H5D8-B4GS35QP-7583ZYIP},2010-01-05 08:14:33.0,RCH0166,Prescott.Tyrone.Abbott@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,27023,0
{N2E6-F6MU27OE-5552TAPJ},2010-01-05 09:56:25.0,RCH0166,Zephr.Leslie.Wilder@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,23160,0
{D7F1-R1NG50VA-9859UJAM},2010-01-05 10:48:34.0,RCH0166,Taylor.Brady.House@dtaa.com,,,Robin.Charlotte.Hinton@dtaa.com,,28779,1
