{M0O6-P3WT87WH-5050YNKA},2010-01-04 08:15:24.0,KHC0465,Travis.Eagan.Mckee@boeing.com,,,Kelly.Hashim.Carr@dtaa.com,,31060,1
{J7H8-M9ZX36MI-7312MYGI},2010-01-04 09:26:12.0,KHC0465,Caleb.Leroy.Mccoy@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,34817,1
{V3W9-N1GW39AK-9221UHBY},2010-01-04 11:39:50.0,KHC0465,Burke.Logan.Ratliff@raytheon.com,,,Kelly.Hashim.Carr@dtaa.com,,21124,0
{J1L7-X7MY48XT-0105RJUZ},2010-01-04 12:08:33.0,KHC0465,Bo.Mira.Dillard@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,22828,0
{A3F2-Y7WZ06JV-7971QWKD},2010-01-04 12:17:40.0,KHC0465,Clark.Henry.Walker@netzero.com,,,Kelly.Hashim.Carr@dtaa.com,,23398,2
{Q8Q7-E5ZM17QM-2837VJBT},2010-01-04 13:24:42.0,KHC0465,Callie.Glenna.Hodge@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,42409,1
{D4Y1-U8CI98NE-5897KGKL},2010-01-04 15:41:46.0,KHC0465,Lev.Myles.Lynn@yahoo.com,,,Kelly.Hashim.Carr@dtaa.com,,35299,0
{X2Z5-Y4PU93JP-4733HKET},2010-01-04 18:00:38.0,KHC0465,Burke.Logan.Ratliff@raytheon.com,,,Kelly.Hashim.Carr@dtaa.com,,29799,3
{R0I9-G1SG50GQ-6860RSVL},2010-01-04 18:28:27.0,KHC0465,Austin.Stewart.Mccarthy@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,30045,0
{U9L2-J4SA88UX-5447USNL},2010-01-05 10:03:31.0,KHC0465,Suki.Ginger.Estes@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,16010,1
{O1H3-Y4DH80LC-8713XFWL},2010-01-05 12:40:32.0,KHC0465,Ora.Orla.Branch@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,55493,0
{D9B7-E2AM01LX-5100ZCAW},2010-01-05 13:20:23.0,KHC0465,Chancellor.Rigel.William@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,33987,1
{S3R8-V3YO21MQ-1799OBVO},2010-01-05 14:36:19.0,KHC0465,Caesar.Zeus.Black@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,23154,0
{D3C0-D0RC59VZ-4137MQOF},2010-01-05 15:30:01.0,KHC0465,Yasir.Sloane.Patel@hotmail.com,,,Kelly.Hashim.Carr@dtaa.com,,25121,0
{S9Q6-Z5IC97WS-3909PCPG},2010-01-06 10:34:59.0,KHC0465,Bo.Mira.Dillard@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,22580,0
{O5P1-B8LT59VN-1085WLRN},2010-01-06 13:06:26.0,KHC0465,Hop.Robert.Parrish@harris.com,,,Kelly.Hashim.Carr@dtaa.com,,35768,0
{D1K6-H6QE40MC-0713BQWN},2010-01-06 13:51:21.0,KHC0465,Kane.Julian.Burgess@dtaa.com;Yasir.Sloane.Patel@hotmail.com;Lev.Myles.Lynn@yahoo.com,,,Kelly.Hashim.Carr@dtaa.com,,46342,1
{V5I7-K0CO04NI-0878HADK},2010-01-07 08:37:51.0,KHC0465,Burke.Logan.Ratliff@raytheon.com,,,Kelly.Hashim.Carr@dtaa.com,,36729,0
{D4C7-L4HW13SA-6795WDLU},2010-01-07 13:17:37.0,KHC0465,Callie.Emerald.Jordan@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,18494,0
{C5V6-G2IA11QL-4920ELXV},2010-01-07 14:15:51.0,KHC0465,Lev.Myles.Lynn@yahoo.com,,,Kelly.Hashim.Carr@dtaa.com,,24616,1
{M7A7-C8JY59HN-7939AACB},2010-01-08 08:35:17.0,KHC0465,Nicole.Karina.Brock@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,37493,1
{A4Z7-A2WX49IB-3728MKRG},2010-01-08 09:24:54.0,KHC0465,Robert.Leonard.Hernandez@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,23714,1
{V1W6-J3BV19YD-5836YFOQ},2010-01-08 10:06:08.0,KHC0465,Justin.Declan.Gross@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,15514,0
{H2M5-B7XE63SQ-5824UXYC},2010-01-08 11:43:49.0,KHC0465,Ocean.Clementine.Long@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,15073,0
{W9K1-O3BC03WZ-6725QXDJ},2010-01-08 14:11:28.0,KHC0465,Ivan.Beck.Spencer@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,30325,0
{T3Q1-G4MZ14LP-3167SMSY},2010-01-08 16:00:19.0,KHC0465,Burke.Logan.Ratliff@raytheon.com,,,Kelly.Hashim.Carr@dtaa.com,,37346,0
{M8H6-F6UE61ST-7810CGPI},2010-01-08 16:22:00.0,KHC0465,Britanney.Bethany.Petty@optonline.net,,,Kelly.Hashim.Carr@dtaa.com,,19250,2
{A1U2-K2WZ42CB-1632AHYA},2010-01-08 17:56:18.0,KHC0465,Burke.Logan.Ratliff@raytheon.com;Lev.Myles.Lynn@yahoo.com,,,Kelly.Hashim.Carr@dtaa.com,,24560,1
{U3B0-Z6AH88SK-4913ADOZ},2010-01-11 08:30:44.0,KHC0465,Burke.Logan.Ratliff@raytheon.com,,,Kelly.Hashim.Carr@dtaa.com,,30239,0
{V4I5-M9PX69GV-9824BQJT},2010-01-11 09:55:16.0,KHC0465,Joelle.Eleanor.Best@dtaa.com;Deborah.Ima.Franco@msn.com,,,Kelly.Hashim.Carr@dtaa.com,,25474,1
{R8U7-A3SY96UE-6892EFMA},2010-01-11 10:06:00.0,KHC0465,Burke.Logan.Ratliff@raytheon.com;Emerson.Demetrius.York@charter.net,,,Kelly.Hashim.Carr@dtaa.com,,31401,1
{Y9A0-S9JE58OR-9333MKES},2010-01-11 10:09:36.0,KHC0465,Bo.Mira.Dillard@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,26643,0
{B9A2-L0VT15BZ-4125JFSA},2010-01-11 11:46:09.0,KHC0465,Bo.Mira.Dillard@dtaa.com;Yasir.Sloane.Patel@hotmail.com;Burke.Logan.Ratliff@raytheon.com,,,Kelly.Hashim.Carr@dtaa.com,,15295,2
{V7T8-T7RH25CN-7148BGMW},2010-01-11 18:24:13.0,KHC0465,Yasir.Sloane.Patel@hotmail.com,,,Kelly.Hashim.Carr@dtaa.com,,29374,1
{M2J4-T3FF43MK-0443UGGT},2010-01-12 10:14:33.0,KHC0465,Brian.Jesse.Gentry@dtaa.com;Yasir.Sloane.Patel@hotmail.com,,,Kelly.Hashim.Carr@dtaa.com,,16890,3
{W6X2-G0AA50YG-4303IBLN},2010-01-13 09:06:13.0,KHC0465,Burke.Logan.Ratliff@raytheon.com,,,Kelly.Hashim.Carr@dtaa.com,,66302,2
{B5Q7-W8FC51KQ-9289JUHW},2010-01-13 09:18:32.0,KHC0465,Graham.Neville.Davis@dtaa.com,,,Kelly.Hashim.Carr@dtaa.com,,23255,2
{E0B6-T9AM69GH-9863EQMS},2010-01-13 10:25:46.0,KHC0465,Yasir.Sloane.Patel@hotmail.com,,,Kelly.Hashim.Carr@dtaa.com,,35007,2
